FILE,FIELD,RMSE,ERROR,
heating\outputs\data\optimization\substations\0xfDH_B1002_result.csv,A_hex_heating_design_m2,nan,left only,
heating\outputs\data\optimization\substations\0xfDH_B1002_result.csv,Q_dhw_W,nan,left only,
heating\outputs\data\optimization\substations\0xfDH_B1002_result.csv,Q_heating_W,nan,left only,
heating\outputs\data\optimization\substations\0xfDH_B1002_result.csv,T_return_DH_result_K,nan,left only,
heating\outputs\data\optimization\substations\0xfDH_B1002_result.csv,T_supply_DH_result_K,nan,left only,
heating\outputs\data\optimization\substations\0xfDH_B1002_result.csv,mdot_DH_result_kgpers,nan,left only,
heating\outputs\data\optimization\substations\0xfDH_B1003_result.csv,A_hex_dhw_design_m2,nan,left only,
heating\outputs\data\optimization\substations\0xfDH_B1003_result.csv,A_hex_heating_design_m2,nan,left only,
heating\outputs\data\optimization\substations\0xfDH_B1003_result.csv,Q_dhw_W,nan,left only,
heating\outputs\data\optimization\substations\0xfDH_B1003_result.csv,Q_heating_W,nan,left only,
heating\outputs\data\optimization\substations\0xfDH_B1003_result.csv,T_return_DH_result_K,nan,left only,
heating\outputs\data\optimization\substations\0xfDH_B1003_result.csv,T_supply_DH_result_K,nan,left only,
heating\outputs\data\optimization\substations\0xfDH_B1003_result.csv,mdot_DH_result_kgpers,nan,left only,
heating\outputs\data\optimization\substations\0xfDH_B1004_result.csv,A_hex_dhw_design_m2,nan,left only,
heating\outputs\data\optimization\substations\0xfDH_B1004_result.csv,A_hex_heating_design_m2,nan,left only,
heating\outputs\data\optimization\substations\0xfDH_B1004_result.csv,Q_dhw_W,nan,left only,
heating\outputs\data\optimization\substations\0xfDH_B1004_result.csv,Q_heating_W,nan,left only,
heating\outputs\data\optimization\substations\0xfDH_B1004_result.csv,T_return_DH_result_K,nan,left only,
heating\outputs\data\optimization\substations\0xfDH_B1004_result.csv,T_supply_DH_result_K,nan,left only,
heating\outputs\data\optimization\substations\0xfDH_B1004_result.csv,mdot_DH_result_kgpers,nan,left only,
heating\outputs\data\optimization\substations\0xfDH_B1005_result.csv,A_hex_dhw_design_m2,nan,left only,
heating\outputs\data\optimization\substations\0xfDH_B1005_result.csv,A_hex_heating_design_m2,nan,left only,
heating\outputs\data\optimization\substations\0xfDH_B1005_result.csv,Q_dhw_W,nan,left only,
heating\outputs\data\optimization\substations\0xfDH_B1005_result.csv,Q_heating_W,nan,left only,
heating\outputs\data\optimization\substations\0xfDH_B1005_result.csv,T_return_DH_result_K,nan,left only,
heating\outputs\data\optimization\substations\0xfDH_B1005_result.csv,T_supply_DH_result_K,nan,left only,
heating\outputs\data\optimization\substations\0xfDH_B1005_result.csv,mdot_DH_result_kgpers,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,Af_m2,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,Aroof_m2,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,GFA_m2,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,Aocc_m2,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,people0,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,GRID_ww_MWhyr,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,Qhs_sen_ahu_MWhyr,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,GRID_l0_kW,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,Ea_MWhyr,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,Qcs_sys_MWhyr,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,Qhs_sys_MWhyr,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,GRID_pro_MWhyr,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,Qhs_lat_sys_MWhyr,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,OIL_hs0_kW,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,Epro_MWhyr,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,QH_sys_MWhyr,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,Qhs_sen_ahu0_kW,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,Qcs0_kW,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,WOOD_hs_MWhyr,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,Qcs_dis_ls0_kW,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,GRID0_kW,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,E_cre0_kW,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,GRID_MWhyr,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,GRID_data0_kW,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,DH_ww0_kW,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,Qcdata_MWhyr,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,Edata_MWhyr,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,Qcs_em_ls_MWhyr,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,Qhs_lat_aru_MWhyr,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,E_sys_MWhyr,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,E_cdata0_kW,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,PV_MWhyr,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,Qww_sys_MWhyr,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,QH_sys0_kW,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,Qhs_sys_aru0_kW,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,GRID_cs_MWhyr,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,Qcs_lat_sys_MWhyr,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,OIL_ww0_kW,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,Eal0_kW,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,Qhs_sen_sys0_kW,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,Ev0_kW,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,DH_hs_MWhyr,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,Qcre_sys_MWhyr,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,COAL_ww0_kW,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,GRID_l_MWhyr,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,Qcs_sen_scu_MWhyr,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,Qcs_em_ls0_kW,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,Qhs_dis_ls0_kW,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,Qcdata0_kW,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,GRID_cre_MWhyr,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,Qhs_sys_shu0_kW,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,Qcs_lat_sys0_kW,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,Qcs_sys_aru0_kW,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,Qcs_lat_aru0_kW,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,Qcs_sen_scu0_kW,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,GRID_aux_MWhyr,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,Qcs_lat_ahu0_kW,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,Qcre0_kW,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,Qhs_lat_sys0_kW,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,GRID_cs0_kW,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,Qcs_lat_aru_MWhyr,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,SOLAR_hs_MWhyr,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,GRID_pro0_kW,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,COAL_ww_MWhyr,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,Qcs_sys_ahu_MWhyr,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,Qhs_sys0_kW,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,Qcs_sys_scu0_kW,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,SOLAR_ww_MWhyr,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,DC_cdata_MWhyr,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,Qcs_MWhyr,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,Qcs_sys_ahu0_kW,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,Qhs_sys_ahu_MWhyr,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,GRID_aux0_kW,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,OIL_hs_MWhyr,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,OIL_ww_MWhyr,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,E_cs_MWhyr,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,NG_ww_MWhyr,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,El_MWhyr,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,GRID_cdata0_kW,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,GRID_a0_kW,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,Qhs_sen_aru0_kW,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,GRID_v_MWhyr,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,Qhs_lat_ahu_MWhyr,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,PV0_kW,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,Qcs_sys0_kW,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,GRID_cre0_kW,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,Qcs_lat_ahu_MWhyr,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,Eaux0_kW,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,GRID_v0_kW,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,DC_cre_MWhyr,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,Qhs_sys_aru_MWhyr,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,Qcs_dis_ls_MWhyr,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,Qhpro_sys_MWhyr,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,Epro0_kW,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,Qcre_sys0_kW,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,Qcs_sen_ahu_MWhyr,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,E_sys0_kW,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,E_cdata_MWhyr,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,Eaux_MWhyr,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,SOLAR_hs0_kW,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,Qcs_sen_sys_MWhyr,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,SOLAR_ww0_kW,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,COAL_hs_MWhyr,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,E_ww_MWhyr,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,Qcs_sys_scu_MWhyr,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,Qcs_sen_ahu0_kW,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,Qhs_lat_ahu0_kW,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,QC_sys_MWhyr,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,Qcs_sen_aru0_kW,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,Qcs_sen_sys0_kW,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,COAL_hs0_kW,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,Qhs_sen_sys_MWhyr,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,Qcpro_sys_MWhyr,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,E_hs0_kW,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,GRID_hs_MWhyr,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,DH_ww_MWhyr,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,Qhs_dis_ls_MWhyr,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,WOOD_ww0_kW,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,E_ww0_kW,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,Qww0_kW,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,Qhs_lat_aru0_kW,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,Qhs_sys_shu_MWhyr,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,Qhs_sys_ahu0_kW,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,Qcdata_sys_MWhyr,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,GRID_cdata_MWhyr,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,Qww_sys0_kW,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,Qcs_sen_aru_MWhyr,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,GRID_ww0_kW,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,NG_hs0_kW,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,NG_hs_MWhyr,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,Qhs_sen_aru_MWhyr,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,El0_kW,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,WOOD_hs0_kW,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,E_cre_MWhyr,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,NG_ww0_kW,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,E_cs0_kW,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,DC_cre0_kW,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,Qhs_sen_shu_MWhyr,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,DC_cs_MWhyr,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,DC_cs0_kW,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,Qcdata_sys0_kW,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,Qhs_MWhyr,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,WOOD_ww_MWhyr,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,Qhpro_sys0_kW,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,Qhs_sen_shu0_kW,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,GRID_hs0_kW,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,DH_hs0_kW,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,Edata0_kW,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,DC_cdata0_kW,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,Qcre_MWhyr,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,Eal_MWhyr,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,Qhs_em_ls0_kW,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,E_hs_MWhyr,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,Qww_MWhyr,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,Qcpro_sys0_kW,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,Qhs0_kW,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,Ev_MWhyr,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,QC_sys0_kW,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,Qcs_sys_aru_MWhyr,nan,left only,
heating\outputs\data\optimization\substations\Total_DH_0x17.csv,GRID_a_MWhyr,nan,left only,
